"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
6.466,-0.349838251505277,0.936801994564465,-0.0035602446843278,-0.00132599622044175,6.8706142249583,2.5667093540487,0.0366805842870368,0.0430348487508958,1.1657361135907,0.440800212130298,0.0564231202505311,0.0261262125533263,0.12134726884079,0.0455620608763859,0.0547466191143054,0.0209966699819423,0.640304140453773,0.237892933081955,0.0195449995879784,0.0101450209157762,1.85424233073245,0.692358997590607,-0.023019947214255,-0.000525786555507952,0.333718622423585,0.12588871806638,-0.0251615589259152,-0.0079371694223018,0.0318075801742871,0.0118240095898262,-0.0153901544252474,-0.00559796307086381
6.467,-0.347208474807443,0.937780010034564,-0.0035288052446677,-0.00130303564696516,6.85472687519157,2.5388619944696,0.0364006195019483,0.0423983092920702,1.15901141931737,0.434406843958341,0.0557896327228773,0.025621813348907,0.120208462163998,0.0447471774341257,0.0541157943811129,0.0205763899271478,0.629711739955178,0.231944789954938,0.0192210169241989,0.00988254575253996,1.8530039760217,0.685980627554989,-0.022849471904273,-0.00049076003756085,0.332097594897769,0.124209129211577,-0.0250101113417615,-0.00782490908325236,0.0315457084656954,0.0116264361838456,-0.0152923875792103,-0.0055155215969202
6.468,-0.344584220691012,0.938747609466207,-0.00349771421236365,-0.00128046098798148,6.83885461919766,2.51123503057077,0.0361221974637355,0.0417726335241454,1.15233975038531,0.428096011345694,0.0551644948630821,0.0251273495944263,0.119083225996111,0.043946669278037,0.0534936736415558,0.0201645097433231,0.619234656097069,0.22611805583299,0.0189018190457898,0.00962630276494998,1.85174956965431,0.679634973875573,-0.0226806845516906,-0.000456163428690566,0.33048632738989,0.122547219679416,-0.0248596760773102,-0.00771390558636575,0.0312865986936508,0.0114320342866758,-0.0151953196416033,-0.00543414067328388
6.469,-0.341965471391985,0.93970487786047,-0.00346696714990686,-0.00125826505331563,6.8229980877845,2.48382633671744,0.0358453422752111,0.041157633468499,1.14572055374501,0.4218665179459,0.0545475842883262,0.024642607641145,0.11797137175869,0.0431602532606813,0.0528801194674915,0.0197608463921442,0.608872188172226,0.220410725859264,0.0185873363053593,0.00937614416624266,1.850479376052,0.673321837116755,-0.0225135650885502,-0.000421992551159468,0.328884812187224,0.120902743263025,-0.0247102488552954,-0.00760414667521655,0.0310302173034608,0.0112407467248052,-0.0150989473242041,-0.00535380628113369
6.47,-0.339352209130773,0.940651899238544,-0.00343655968059198,-0.00123644080201889,6.80715789556914,2.45663381167242,0.0355700771634016,0.0405531248212851,1.13915328455724,0.415717183937524,0.0539387804884866,0.024167378894394,0.116872713774221,0.0423876524759572,0.0522749968190953,0.019365221230216,0.598623635761487,0.214820826043403,0.0182774999460134,0.00913192586152153,1.84919365589593,0.667041019005325,-0.0223480937226904,-0.000388243222512714,0.327293041062,0.119275460159711,-0.0245618253254052,-0.00749562011860809,0.0307765311727386,0.0110525174804452,-0.0150032672796305,-0.0052745045707899
6.471,-0.33674441611509,0.94158875665576,-0.0034064874877106,-0.00121498133893982,6.79133464133601,2.42965537827364,0.0352964245235729,0.0399589268575668,1.13263740609884,0.409646846044396,0.05333796479987,0.0237014596825583,0.115787069219494,0.041628596105848,0.0516781730008013,0.018977459893438,0.588488298871287,0.209346412737634,0.0179722420977107,0.00889350734978206,1.84789266618132,0.660792322426855,-0.0221842509333054,-0.000354911258024038,0.325711005148706,0.117665136855768,-0.0244144010675544,-0.0073883137152108,0.0305255076062588,0.0108672916656007,-0.0149082761045257,-0.00519622186078459
6.472,-0.334142074542739,0.942515532215381,-0.00337674631374746,-0.00119387991137709,6.7755289083869,2.40288898311627,0.035024405961363,0.0393748623369807,1.12617238965374,0.403654357531901,0.0527450203789811,0.0232446511299436,0.114714258079709,0.0408828192714747,0.0510895176184697,0.0185973921846559,0.57846547806591,0.203985572122855,0.0176714957730949,0.00866075162871763,1.8465766602713,0.654575551422102,-0.0220220174666167,-0.00032199247302203,0.32413869482452,0.116071546003771,-0.0242679715950606,-0.00728221529795615,0.0302771143308343,0.010685015496754,-0.0148139703426415,-0.00511894463687576
6.473,-0.331545166604322,0.943432307082155,-0.00334733195958543,-0.00117312990582136,6.75974126488278,2.37633259623953,0.0347540423330721,0.0388007574109316,1.11975771439225,0.397738588181109,0.0521598321762756,0.0227967590324994,0.113654103103275,0.0401500628881084,0.0505089025373286,0.0182248519636125,0.568554474594776,0.1987364197044,0.0173751948630099,0.00843352510213621,1.84524588794982,0.648390511183317,-0.0218613743316218,-0.000289482685089861,0.322576099593115,0.114494466292277,-0.0241225323577592,-0.00717731273820076,0.0300313194902316,0.0105056362701848,-0.0147203464878046,-0.00504265955100203
6.474,-0.328953674485856,0.944339161495637,-0.00331824028371965,-0.0011527248447758,6.74397226417781,2.34998421081809,0.0344853537840944,0.0382364415312543,1.11339286724059,0.391898424242193,0.0515822869107095,0.0223575937380819,0.112606429757267,0.0394300735241668,0.0499362018402108,0.0178596770412053,0.558754590514609,0.193597099817279,0.01708327413159,0.00821169749002487,1.8439005954738,0.6422370080505,-0.0217023027959324,-0.000257377716148724,0.321023207973022,0.112933682308683,-0.0239780787450229,-0.0070735939496554,0.0297880916401118,0.0103291023379004,-0.0146274009868106,-0.00496735342019933
6.475,-0.326367580371322,0.945236174783277,-0.00328946720147601,-0.00113265838365663,6.72822244514569,2.32384184285792,0.0342183597854825,0.0376817473603549,1.10707734274335,0.386132768368884,0.0510122730437783,0.0219269700291634,0.111571066183525,0.0387226032638897,0.0493712917874346,0.0175017090760055,0.549065128807017,0.188565785140816,0.0167956692109562,0.0079951417410631,1.84254102562447,0.636114849507621,-0.0215447843816797,-0.000225673394427352,0.319480007390768,0.111388984395207,-0.0238346060887114,-0.00697104689209367,0.0295473997430073,0.0101553630841515,-0.0145351302421995,-0.00489301322546898
6.476,-0.323786866445117,0.946123425373296,-0.00326100868424084,-0.00111292430777358,6.71249233249833,2.29790353089652,0.0339530791687441,0.0371365106826186,1.10081064292019,0.380440539535273,0.0504496807544052,0.0215047070094736,0.110547843155554,0.0380274095738464,0.0488140507763396,0.0171507934741587,0.539485393491384,0.183640676222404,0.0165123165956669,0.00778373394762986,1.84116741775782,0.630023844178772,-0.0213888008615255,-0.000194365556341371,0.317946484079877,0.109860168498986,-0.0236921096660464,-0.00686965957487026,0.0293092131633299,0.0099843689025228,-0.0144435306149501,-0.00481962611060091
6.477,-0.321211514894445,0.947000990807331,-0.00323286075869744,-0.00109351652938429,6.69678243709752,2.27216733570762,0.0336895301587126,0.0366005703172833,1.09459227711881,0.374820672936885,0.0498944019135608,0.0210906279931653,0.109536594035921,0.0373442551728395,0.0482643593025866,0.0168067792918085,0.53001468973326,0.178820001010085,0.0162331536367373,0.00757735326314731,1.83978000785438,0.623963801824296,-0.0212343342547056,-0.000163450048247348,0.316422622985885,0.108347036016334,-0.0235505847024111,-0.00676942006021806,0.0290735016624212,0.00981607117358564,-0.0143525984270857,-0.00474717938096436
6.478,-0.318641507911615,0.947868947752881,-0.00320501950606958,-0.00107442908482154,6.6810932562591,2.24663134000995,0.0334277304046863,0.0360737680325631,1.08842176186522,0.369272119876944,0.0493463300595024,0.0206845603977801,0.108537154734461,0.0366729079054936,0.0477220999213209,0.0164695191404775,0.520652323948556,0.174102014394033,0.0159581185355517,0.00737588182171171,1.83837902856814,0.617934533336801,-0.0210813668232004,-0.000132922728118171,0.314908407678191,0.106849393632114,-0.0234100263740652,-0.00667031646637422,0.0288402353936317,0.00965042224308912,-0.014262329964181,-0.00467566050226091
6.479,-0.316076827696288,0.948727372015523,-0.00317748106137259,-0.0010556561316926,6.66542527405056,2.22129364818062,0.0331676970096409,0.0355559484610504,1.08229862071273,0.363793847639829,0.0488053603730484,0.0202863356395559,0.107549363667019,0.0360131406190504,0.0471871572095242,0.0161388690952532,0.511397603903436,0.169484997756519,0.0156871503373498,0.00717920466000438,1.83696470927477,0.611935850737217,-0.0209298810679428,-0.000102779467124221,0.313403820268925,0.10536705315455,-0.0232704298108163,-0.00657233697050757,0.0286093848974426,0.00948737540069582,-0.0141727214777997,-0.0046050570992414
6.48,-0.313517456457633,0.949576338550947,-0.00315024161267711,-0.00103719194614883,6.64977896158159,2.19615238597223,0.0329094465576788,0.0350469590164029,1.07622238409056,0.358384839352435,0.0482713896531284,0.0198957890321198,0.106573061714895,0.0353647310434286,0.0466594177291093,0.0158146886051021,0.502249838810279,0.164967258530225,0.0154201889244989,0.00698720964133648,1.83553727611905,0.60596756717072,-0.0207798597250982,-7.30161511102064E-005,0.311908841339558,0.1038998313464,-0.0231317900985774,-0.00647546981147537,0.0283809210966241,0.00932688485921598,-0.0140837691878358,-0.00453535695439971
6.481,-0.310963376416418,0.95041592147677,-0.00312329740037478,-0.00101903092022218,6.63415477728806,2.17120570023427,0.0326529951395924,0.0345466498112458,1.07019258915299,0.353044093835144,0.0477443162925386,0.0195127596875488,0.105608092184934,0.0347274616745639,0.0461387699902553,0.0154968404064348,0.493208339419654,0.160547129764944,0.0151571750096732,0.00679978738175117,1.83409695206155,0.600029496902651,-0.0206312857624448,-4.3628682005034E-005,0.310423449875175,0.10244754975286,-0.0229941022818922,-0.00637970329242541,0.0281548152914388,0.00916890573434948,-0.0139954692847829,-0.00446654800663765
6.482,-0.308414569807051,0.951246194084157,-0.00309664471645538,-0.00100116755922662,6.61855316720976,2.14645175863868,0.0323983583765698,0.0340548735763169,1.06420877962954,0.347770625443469,0.0472240402541729,0.0191370904205434,0.104654300770223,0.0341011196608109,0.0456251044158715,0.015185190438303,0.484272418108585,0.156222969702111,0.0148980501286491,0.0066168311782751,1.83264395692467,0.594121455314388,-0.0204841423757795,-1.46129791388997E-005,0.308947623206951,0.10101003452715,-0.0228573613663829,-0.00628502578321463,0.0279310391548742,0.00901339402493073,-0.0139078179319251,-0.00439861834989941
6.483,-0.305871018879527,0.952067228849255,-0.00307027990379285,-0.000983596479224228,6.60297456526151,2.12188874940912,0.0321455514420401,0.0335714855807828,1.05827050567717,0.34256346390117,0.0467104630472488,0.0187686276551288,0.103711535511384,0.0334854966922412,0.0451183133065416,0.014879607760569,0.475441388965108,0.151993161357385,0.014642756633052,0.0064382369390779,1.83117850743787,0.588243258899155,-0.0203384129854187,1.40350195063633E-005,0.307481336962838,0.0995871162542925,-0.0227215623211085,-0.00619142572269104,0.0277095647279289,0.00886030659362179,-0.0138208112674451,-0.0043315562317914
6.484,-0.303332705901355,0.952879097444425,-0.00304419935543743,-0.000966312404555989,6.58741939349858,2.09751488105454,0.0318945890816323,0.0330963435538094,1.05237732373451,0.33742165412646,0.0462034877038692,0.0184072213336282,0.102779646758566,0.0328803888929403,0.0446182908060936,0.0145799644740652,0.466714567869396,0.147856112110893,0.014391237682864,0.00626390311553718,1.82970081728229,0.582394725257849,-0.0201940812327604,4.23193561362869E-005,0.306024565026788,0.0981786297739318,-0.0225867000808972,-0.00609889162082732,0.0274903644149353,0.00870960114810108,-0.013734445406473,-0.00426535005217433
6.485,-0.30079961315935,0.953681870749308,-0.00301839951391719,-0.000949310165428811,6.57188806237553,2.07332838210595,0.0316454856312443,0.0326293076072997,1.0465287963789,0.332344256051639,0.0457030187560313,0.0180527248285867,0.101858487133938,0.0322855967161179,0.0441249328677744,0.0142861356432182,0.458091272571246,0.143810253305039,0.0141434372388017,0.00609373063625137,1.82821109713457,0.576575673094661,-0.020051130976899,7.0244052042261E-005,0.304577279506153,0.0967844140027119,-0.0224527695485788,-0.00600741206070356,0.0272734109789203,0.00856123622267462,-0.013648716443051,-0.00419998836174514
6.486,-0.298271722961457,0.954475618861683,-0.00299287687054833,-0.000932584695563976,6.55638097099986,2.0493275008578,0.031398255033179,0.0321702401598517,1.0407244921864,0.327330344437427,0.0452089622126545,0.0177049948568162,0.100947911494898,0.0317009248418978,0.0436381372212356,0.013997999220444,0.449570822764532,0.139854039849735,0.0138993000545461,0.00592762284282581,1.82670955471014,0.570785922212872,-0.0199095462913026,9.78131065739333E-005,0.303139450707769,0.0954043117570701,-0.0223197655971636,-0.00591697570036191,0.0270586775370182,0.00841517116035153,-0.0135636204520327,-0.00413545986059788
6.487,-0.295749017638452,0.955260411108162,-0.00296762796475111,-0.000916131029902588,6.54089850737953,2.02551050511252,0.0311529108503648,0.031719005861947,1.03496398559494,0.322379008682764,0.0447212255369642,0.0173638913958234,0.100047776897749,0.0311261820778634,0.0431578033399388,0.0137154359731149,0.441152540158288,0.135985949834869,0.0136587716688791,0.00576548542737992,1.82519639480571,0.565025293510486,-0.0197693114605658,0.00012503049616442,0.301711047122127,0.094038169577001,-0.0221876830719864,-0.0058275712745392,0.0268461375559245,0.00827136609532527,-0.0134791534909241,-0.0040717533967674
6.488,-0.2932314795456,0.956036316054708,-0.00294264938337845,-0.000899944302369818,6.52544104866506,2.00187568192887,0.0309094662786095,0.0312754715223785,1.02924685677086,0.317489352630709,0.0442397176243066,0.0170292776024717,0.0991579425621009,0.0305611812621041,0.0426838324092984,0.0134383294121972,0.432835748544721,0.132204484149923,0.0134217983976455,0.0056072263718573,1.82367181934121,0.559293608975783,-0.0196304109772067,0.000151900173444862,0.300292035415868,0.0926858375514838,-0.0220565167927418,-0.00573918759626311,0.0266357648473799,0.00812978193589466,-0.0133953116016424,-0.00400885796477206
6.489,-0.290719091064274,0.956803401516979,-0.00291793776004773,-0.000884019743686954,6.51000896138621,1.97842133737406,0.0306679341569044,0.0308395060359486,1.02357269147916,0.31266049437123,0.0437643487799302,0.0167010197341696,0.0982782698356921,0.0300057391688537,0.0422161272953361,0.0131665657229391,0.424619773864291,0.128508166110521,0.0131883273257015,0.00545275588892349,1.82213602740099,0.553590691682951,-0.0194928295385196,0.000178426066384872,0.298882380432155,0.0913471691461328,-0.0219262615554991,-0.00565181355833339,0.0264275335637269,0.00799038034776671,-0.0133120908122293,-0.00394676270412498
6.49,-0.288211834603509,0.957561734570501,-0.00289348977448549,-0.000868352679242835,6.49460260168336,1.95514579627932,0.030428326975738,0.0304109803124246,1.01794108095712,0.307891566041435,0.0432950306973569,0.016378987071618,0.0974086221599359,0.0294596764164527,0.041754592514004,0.0129000336975991,0.416503944267829,0.124895541091875,0.012958306298701,0.00530198636451719,1.82058921527449,0.547916365787604,-0.0193565520434921,0.000204612077513405,0.297482045198847,0.0900220210337309,-0.0217969121346416,-0.00556543813470558,0.0262214181934812,0.00785312373777738,-0.0132294871384946,-0.00388545689786258
6.491,-0.285709692601504,0.958311381560676,-0.00286930215187498,-0.000852938527012195,6.47922231553377,1.93204740199901,0.0301906568834124,0.0299897672068784,1.01235162179174,0.303181713624061,0.04283167643677,0.0160630518442652,0.0965488650359225,0.0289228173778919,0.0412991342008972,0.0126386246699762,0.408487590175914,0.121365176168769,0.0127316839148921,0.0051548323019614,1.81903157649623,0.542270456522283,-0.0192215635897762,0.000230462083185355,0.296090990944032,0.0887102529281299,-0.0216684632847605,-0.00548005038174451,0.0260173935569694,0.00771797523798116,-0.0131474965855991,-0.00382492997103939
6.492,-0.283212647527075,0.959052408112631,-0.00284537166221914,-0.000837772795529833,6.46386843897271,1.90912451617315,0.0299549356903298,0.0295757414513648,1.0068039158008,0.298530096744412,0.04237420040393,0.0157530891572554,0.0956988659910119,0.0283949900933629,0.0408496600819853,0.0123822324514386,0.400570044335484,0.117915659762282,0.0125084095167093,0.00501121026758631,1.81746330188515,0.536652790191909,-0.0190878494707142,0.00025597993289967,0.294709177118646,0.0874117274220428,-0.0215409097424765,-0.00539563943938419,0.0258154348019967,0.007584898690127,-0.0130661151495828,-0.00376517148923621
6.493,-0.280720681881055,0.959784879140908,-0.00282169511970263,-0.000822851081905886,6.44854129830973,1.8863755184934,0.0297211748712982,0.0291687795880333,1.00129756991779,0.293935888466361,0.0419225183290031,0.0154489769205805,0.0948584945459792,0.0278760261853506,0.0404060794442909,0.0121307532693527,0.39275064187387,0.114545601292826,0.0122884331825011,0.00487103883785488,1.81588457958344,0.531063194169218,-0.018955395172404,0.000281169448665941,0.293336561425856,0.0861263098291746,-0.0214142462282219,-0.00531219453220182,0.0256155173995759,0.00745385863049361,-0.0129853388188394,-0.00370617115705227
6.494,-0.278233778197664,0.960508858858989,-0.0027982693820694,-0.000808169069895599,6.4332412103402,1.8637988064725,0.0294893855657684,0.0287687599037321,0.995832196080123,0.289398275088118,0.0414765472462614,0.0151505957802908,0.0940276221826897,0.0273657607757006,0.0399683031074312,0.0118840857064551,0.385028720350338,0.111253630839454,0.0120717057180637,0.00473423854789779,1.81429559509475,0.525501496890189,-0.0188241863708299,0.000306034424427001,0.291973099856685,0.0848538680311472,-0.0212884674479616,-0.00522970497037251,0.0254176171396852,0.0073248202750838,-0.0129051635755327,-0.00364791881659728
6.495,-0.275751919045804,0.961224410788678,-0.00277509135000572,-0.00079372252801275,6.41796848255195,1.84139279521675,0.0292595785760313,0.0283755623661071,0.990407411121285,0.284916455937702,0.0410362054732164,0.0148578290512237,0.0932061223123206,0.0268640324048941,0.039536243395908,0.0116421306423745,0.37740361980504,0.108038398805456,0.0118581786482014,0.0046007318414778,1.81269653132174,0.519967527849367,-0.018694208929047,0.000330578625512229,0.290618746731526,0.0835942723295601,-0.0211635680948716,-0.00514816015055772,0.0252217101270833,0.00719774950516769,-0.0128255853969628,-0.00359040444597685
6.496,-0.273275087030332,0.961931597769327,-0.00275215796653048,-0.000779507307687048,6.40272341332765,1.81915591720203,0.0290317643634321,0.0279890685613852,0.985022836666423,0.280489643168917,0.0406014125909663,0.014570562651769,0.0923938702440706,0.026370682953334,0.0391098141115751,0.0114047911964757,0.369874682805805,0.104898575589825,0.0116478042082514,0.00447044302230936,1.81108756860319,0.514461117595236,-0.0185654488943865,0.000354805788140395,0.289273454747059,0.0823473953034452,-0.021039542850951,-0.00506754955669204,0.025027772777163,0.00707261285315,-0.012746600256881,-0.00353361815778785
6.497,-0.270803264793287,0.962630481966914,-0.00272946621639224,-0.000765519341467475,6.38750629214244,1.79708662205289,0.0288059530424781,0.0276091616337689,0.979678099031357,0.276117061557652,0.0401720894240148,0.0142886850401333,0.0915907431544254,0.0258855575646362,0.0386889305065545,0.0111719726727162,0.362441254492446,0.101832851264837,0.0114405353356098,0.00434329820663107,1.80946888475041,0.508982097725525,-0.0184378924957534,0.000378719618976639,0.287937175028125,0.08111311167253,-0.0209163863886025,-0.00498786276069769,0.0248357818118606,0.00694937748880092,-0.0126682041267538,-0.00347755019760039
6.498,-0.268336435015057,0.963321124882984,-0.00270701312547926,-0.000751754641268051,6.37231739975736,1.77518337632471,0.0285821543729849,0.0272357262266621,0.974372829125006,0.271797948299491,0.0397481580208223,0.0140120871525269,0.0907966200569024,0.0254085045709866,0.0382735092572538,0.0109435825050848,0.355102682618967,0.0988399352592518,0.0112363256612062,0.00421922527714789,1.80784065508324,0.503530300882474,-0.018311526140924,0.000402323794698522,0.286609857184083,0.0798912981664345,-0.0207940933721418,-0.00490908942311821,0.0246457142555959,0.00682801120576192,-0.0125903929769815,-0.00342219094244193
6.499,-0.26587458041552,0.964003587363437,-0.00268479576023101,-0.000738209296653443,6.35715700840846,1.75344466328913,0.0283603777501893,0.02686864842566,0.969106662355075,0.267531552808041,0.0393295416346498,0.0137406623430167,0.0900113817723348,0.0249393754201081,0.0378634684380664,0.0107195302055054,0.347858317593589,0.0959185560473708,0.0110351295010005,0.00409815383817889,1.80620305246534,0.4981055607481,-0.018186336413935,0.000425621961634699,0.2852914493691,0.078681833399998,-0.0206726584592926,-0.00483121929366981,0.0244575474312704,0.00670848240840898,-0.0125131627780705,-0.00336753089929723
6.5,-0.263417683755164,0.964677929607173,-0.00266281122706219,-0.000724879473168358,6.34202538199191,1.7318689827226,0.02814063219286,0.0265078157036175,0.963879238537071,0.263317136515115,0.0389161647042061,0.0134743063246297,0.0892349108995914,0.024478024604354,0.0374587274962503,0.0104997273126859,0.340707512516794,0.093067460843527,0.0108369018475101,0.00398001517198987,1.80455624733912,0.492707712039467,-0.0180623100724715,0.000448617735402894,0.283981898346007,0.0774845977548487,-0.0205520763025943,-0.00475424221173924,0.024271258956307,0.00659076009898693,-0.0124365095017566,-0.00331356070359028
6.501,-0.260965727836099,0.965344211174628,-0.00264105667179123,-0.000711761410703417,6.32692277624465,1.71045485069748,0.0279229263295318,0.026153116867588,0.95869020180617,0.259153972672065,0.0385079528352084,0.0132129171125904,0.088467091786853,0.0240243095914529,0.0370592072269225,0.0102840873418956,0.333649623217151,0.0902854153021129,0.0106415983612784,0.00386474219634973,1.80290040776,0.487336590503795,-0.0179394340453369,0.000471314700625309,0.282681149553102,0.0762994732674036,-0.0204323415508063,-0.00467814810679316,0.0240868267387332,0.00647481386506342,-0.0123604291220927,-0.00326027111768428
6.502,-0.258518695503122,0.96600249099614,-0.00261952927907858,-0.000698851421902348,6.31184943892167,1.68920079937678,0.0277072683827343,0.0258044420080541,0.953539200532285,0.255041346153283,0.0381048327817115,0.0129563949684506,0.087707810503292,0.0235780907569958,0.0366648297485698,0.0100725257372777,0.326684008285479,0.0875712032229923,0.0104491753624312,0.00375226942318607,1.80123569943024,0.481992032913761,-0.0178176954299465,0.000493716410624484,0.281389147173562,0.0751263435232169,-0.0203134488502275,-0.00460292699873793,0.0239042289733135,0.00636061386725965,-0.0122849176164818,-0.00320765302937862
6.503,-0.256076569644675,0.966652827380205,-0.00259822627187283,-0.000686145890603601,6.29680560996889,1.66810537681127,0.0274936661514012,0.0254616824503188,0.948425887237927,0.250978553261388,0.0377067324279949,0.0127046423458158,0.0869569548112795,0.0231392313186114,0.0362755184792215,0.00986495982411765,0.319810029106969,0.0849236262620473,0.0102595898221861,0.00364253291837331,1.79956228573219,0.476673877062573,-0.0176970814898714,0.000515826387197715,0.280105834206849,0.0739650935577167,-0.0201953928460098,-0.00452856899821276,0.0237234441377246,0.00624813082726711,-0.0122099709666854,-0.00315569745042011
6.504,-0.253639333193814,0.967295278021592,-0.00257714491086123,-0.000673641270321949,6.28179152169266,1.64716714673987,0.0272821269915242,0.0251247307082401,0.943349918518847,0.246964901534641,0.037313580770498,0.0124575638381948,0.0862144141390525,0.0227075972717959,0.0358911981126758,0.00966130876329304,0.313027049891544,0.0823415036470449,0.0100727993544802,0.00353547026256775,1.79788032776113,0.471381961759192,-0.0175775796524102,0.000537648120390519,0.278831152541852,0.0728156097634274,-0.0200781681834074,-0.00445506430681899,0.0235444509887758,0.00613733601615461,-0.0121355851597773,-0.00310439551500247
6.505,-0.251206969129095,0.967929900009349,-0.00255628249393148,-0.000661334082763239,6.26680739892521,1.62638468839241,0.0270726577949628,0.0247934804404968,0.938310954967506,0.242999709556468,0.0369253079002119,0.0122150661269493,0.0854800795537974,0.0222830573274359,0.0355117945956809,0.00946149350653151,0.306334437702479,0.0798236718983887,0.00988876220750571,0.00343102051314808,1.79618998435752,0.466116126823374,-0.0174591775062287,0.000559185068310931,0.277565043031139,0.0716777798034115,-0.0199617695089873,-0.00438240321730741,0.023367228558674,0.00602820124291005,-0.0120617561890672,-0.00305373847828967
6.506,-0.24877946047547,0.96855674983466,-0.00253563635563896,-0.000649220916374441,6.25185345918684,1.60575659629569,0.0268652649666993,0.0244678264093419,0.933308661098698,0.239082306767317,0.0365418449851357,0.0119770579318308,0.0847538437352448,0.0218654828506485,0.0351372351050578,0.00926543675288898,0.299731562483314,0.0773689845549042,0.00970743725539352,0.00332912416711693,1.79449141213883,0.460876213080827,-0.0173418627989948,0.000580440656962333,0.276307445566029,0.0705514925309842,-0.0198461914717996,-0.00431057611369022,0.0231917561513388,0.00592069884328146,-0.0119884800549858,-0.00300371771493819
6.507,-0.246356790305136,0.969175883398596,-0.00251520386668096,-0.000637298424928664,6.23692991284437,1.58528148008195,0.0266599544004724,0.0241476644420897,0.928342705278214,0.235212033278977,0.0361631242532581,0.0117434499620154,0.084035600949618,0.0214547478013389,0.0347674480257772,0.00907306290652158,0.293217797083176,0.0749763119044448,0.00952878398987426,0.00322972312499789,1.79278476553086,0.455662062358309,-0.0172256234351163,0.000601418280117838,0.275058299152013,0.0694366379154572,-0.0197314287245228,-0.00423957347133451,0.0230180133387519,0.00581480166884668,-0.0119157527659306,-0.00295432471762448
6.508,-0.243938941738334,0.969787356019742,-0.00249498243337961,-0.000625563326142452,6.22203696326622,1.56495796430007,0.0264567314529824,0.0238328913953781,0.923412759653343,0.231388239691274,0.0357890789754806,0.0115141548687491,0.0833252470241262,0.0210507286762115,0.0344023629288629,0.00888429803545609,0.286792517280487,0.0726445407192629,0.00935276251199646,0.0031327606557547,1.79107019679859,0.450473517478652,-0.0171104474734408,0.000622121299194306,0.273817541984273,0.0683331069739698,-0.0196174759245546,-0.00416938585696786,0.0228459799573628,0.00571048307634849,-0.0118435703390828,-0.00290555109558482
6.509,-0.241525897944146,0.970391222441706,-0.00247496949717042,-0.000614012400322637,6.2071748069742,1.54478468822963,0.0262556009167149,0.0235234051223175,0.918518500086081,0.22761028691132,0.035419643449058,0.0112890871992733,0.0826226793218053,0.0206533044521001,0.0340419105500883,0.00869906983158566,0.280455101805165,0.070372573996066,0.00917933352391698,0.00303818136254155,1.78934785607663,0.445310422255863,-0.0169963231250585,0.000642553043171811,0.272585111522798,0.067240791708911,-0.0195043277350621,-0.00410000392867343,0.0226756361045281,0.00560771691725852,-0.0117719288011843,-0.00285738857316701
6.51,-0.239117642141238,0.970987536840507,-0.00245516253409879,-0.000602642489051147,6.19234363379185,1.52476030569737,0.026056566991596,0.0232191044426777,0.913659606088137,0.223877545975424,0.0350547529810724,0.0110681633515319,0.0819277967168316,0.0202623565308191,0.033686022769269,0.008517307571278,0.274204932359363,0.0681593307005834,0.00900845832070609,0.00294593114943698,1.78761789139908,0.440172621490144,-0.0168832387511048,0.00066271680851721,0.271360944566883,0.0661595850510414,-0.0193919788260229,-0.00403141843581957,0.0225069621349993,0.00550647752759321,-0.0117008241892875,-0.002809828988378
6.511,-0.236714157598587,0.97157635283186,-0.00243555905432409,-0.000591450493892567,6.17754362698983,1.50488348489634,0.0258596332555498,0.022919889116109,0.908835760758371,0.220189397873489,0.0346943438724704,0.0108513015306085,0.0812404995701832,0.0198777686852453,0.0333346325892736,0.00833894207787435,0.26804139363675,0.0660037455166515,0.00884009878219876,0.00285595718906003,1.7858804487291,0.435059960962944,-0.0167711828606131,0.000682615859148778,0.270144977328635,0.0650893808079136,-0.0192804238751982,-0.003963620218964,0.02233993865746,0.00540673971794706,-0.0116302525514638,-0.00276286429145497
