"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
5.12,-0.241061187113119,0.970492020239713,-2.66872128933386E-006,-6.57393645373276E-007,0.904643986754692,0.233939229400182,-8.17724413772319E-005,5.01730317538393E-005,0.0140231369621557,0.00326697980040164,2.92836096988222E-005,2.12845053959889E-005,0.000816742204142533,0.000118087908219529,-2.15789005506022E-005,-3.67929102040381E-006,10.0787746606371,2.54246436888675,-3.81217584716983E-005,4.00425024785622E-005,0.429815465764286,0.106777494755968,-0.000130519024530414,3.01789933038502E-005,0.00616282181412432,0.00175817974905617,-0.000157779665921365,-1.03098597444187E-005,7.89076195931464E-005,2.12197850715958E-005,-6.2488850429525E-005,-8.81975293514116E-006
5.121,-0.239691078979546,0.97083127973028,-2.69472477952867E-006,-6.59769029287167E-007,0.907842412752293,0.233430665418061,-8.23685611364084E-005,5.0681563536792E-005,0.0141149629616716,0.00326785502260346,2.95114029854063E-005,2.14219003146983E-005,0.000819386745522563,0.000116884330776516,-2.17954593512635E-005,-3.6847532630005E-006,10.0958801800437,2.53186348761269,-3.84254807103443E-005,4.04259535864941E-005,0.431515135765724,0.106552706709423,-0.000131603359667897,3.05944998826075E-005,0.00620650371302861,0.00176172077054257,-0.000159123855013122,-1.02108882448262E-005,7.95931542346313E-005,2.12974685890488E-005,-6.30286999241376E-005,-8.81949484911987E-006
5.122,-0.238319092440709,0.971168950184045,-2.72100160232184E-006,-6.62131819144669E-007,0.911053089372149,0.232914730206604,-8.29636381428633E-005,5.11914031759585E-005,0.0142072718493324,0.00326857838752053,2.97381000855993E-005,2.15583436254716E-005,0.00082203537508955,0.000115674640777227,-2.2013205287379E-005,-3.68980565897567E-006,10.1130180818808,2.52121346584632,-3.87345428911995E-005,4.08111707660205E-005,0.433222434559212,0.106324481904215,-0.000132691074472764,3.10120247772976E-005,0.00625043073840165,0.0017651858740849,-0.000160472081738037,-1.0109440008012E-005,8.02818441911023E-005,2.13739471187412E-005,-6.35708435104214E-005,-8.81835654193341E-006
5.123,-0.236945223731034,0.971505026208308,-2.74755485879378E-006,-6.64481474271996E-007,0.914276067717209,0.232391367244797,-8.35576754844557E-005,5.17025477634172E-005,0.0143000674114678,0.00326914825324863,2.99636770573284E-005,2.16938301385869E-005,0.000824688144530628,0.000114458823105253,-2.22321530693573E-005,-3.69444555560428E-006,10.130188434519,2.51051405151516,-3.90490295401238E-005,4.11981976545232E-005,0.434937401335187,0.10609278915923,-0.000133782216986249,3.14315749176717E-005,0.00629460486813137,0.00176857421699055,-0.000161824393635291,-1.00055024614142E-005,8.09737260192297E-005,2.14492109119075E-005,-6.4115309722648E-005,-8.81633199649271E-006
5.124,-0.235569469069254,0.971839502381602,-2.77438768685627E-006,-6.66817441012084E-007,0.917511399124716,0.23186051956949,-8.41506765246443E-005,5.22149943761067E-005,0.0143933534692717,0.00326956295821229,3.01881096166388E-005,2.18283547752974E-005,0.00082734510649251,0.000113236862519291,-2.24523176217833E-005,-3.69867024848871E-006,10.1473913063075,2.49976499100686,-3.93690262530969E-005,4.15870787957703E-005,0.436660075513691,0.105857597012125,-0.000134876836032974,3.18531573702782E-005,0.00633902809901684,0.00177188494638449,-0.000163180838988968,-9.89906287513807E-006,8.16688367790796E-005,2.15232500816316E-005,-6.4662127510806E-005,-8.81341510126538E-006
5.125,-0.234191824658339,0.972172373253487,-2.80150326366871E-006,-6.69139154943748E-007,0.920759135167254,0.231322129771597,-8.47426448679225E-005,5.27287400877439E-005,0.0144871338791481,0.0032698208209282,3.04113732110324E-005,2.19619123986662E-005,0.00083000631462737,0.000112008743670156,-2.26737140783182E-005,-3.70247699340889E-006,10.1646267655709,2.48896602915831,-3.96946197063016E-005,4.19778596532691E-005,0.438390496745833,0.105618873716606,-0.000135974981247214,3.22767793408132E-005,0.00638370244694921,0.00177511719904433,-0.000164541466850233,-9.79010836893661E-006,8.2367214047133E-005,2.15960545964079E-005,-6.52113262454389E-005,-8.80959964710062E-006
5.126,-0.232812286685424,0.972503633344343,-2.82890480516228E-006,-6.71446040328331E-007,0.924019327653792,0.230776139992247,-8.53335844001189E-005,5.32437819825489E-005,0.0145814125330408,0.00326992013974226,3.06334428285334E-005,2.20944979431371E-005,0.000832671823568662,0.000110774451090034,-2.28963578792972E-005,-3.70586299406276E-006,10.1818948806065,2.4781169092447,-4.00258976608775E-005,4.23705866354676E-005,0.440128704915267,0.105376587239642,-0.000137076703069142,3.27024481750886E-005,0.00642862994713213,0.00177827010127988,-0.000165906327032011,-9.67862589430777E-006,8.30688959183679E-005,2.16676142794698E-005,-6.57629357251263E-005,-8.80487932285223E-006
5.127,-0.231430851321738,0.972833277145158,-2.85659556616777E-006,-6.73737508702274E-007,0.927292028630712,0.230222491918897,-8.59234992564192E-005,5.37601171461146E-005,0.0146761933588548,0.0032698591925442,3.08542931805967E-005,2.22261063748498E-005,0.000835341688998441,0.000109533969186087,-2.31202646763021E-005,-3.70882542603E-006,10.1991957196805,2.46721737296854,-4.03629489919536E-005,4.27653070995305E-005,0.441874740139696,0.105130705258671,-0.000138182052770524,3.31301713652238E-005,0.0064738126542813,0.00178134276879198,-0.000167275470139141,-9.56460224401347E-006,8.37739210188213E-005,2.17379188050271E-005,-6.6316986179741E-005,-8.79924771718732E-006
5.128,-0.230047514722537,0.973161299117318,-2.88457884212484E-006,-6.76012959161018E-007,0.930577290382876,0.229661126781444,-8.65123938683276E-005,5.42777426715261E-005,0.0147714803207684,0.00326963623652478,3.10738985808376E-005,2.23567326817631E-005,0.000838015967620392,0.000108287282244297,-2.33454503633546E-005,-3.71136144269997E-006,10.2165293510256,2.45626716044857,-4.07058636881649E-005,4.31620693757018E-005,0.443628642772347,0.104881195158773,-0.000139291082465165,3.35599565564898E-005,0.00651925264283834,0.0017843343065204,-0.000168648947568241,-9.44802404121428E-006,8.4482328508296E-005,2.18069576956726E-005,-6.68735082800486E-005,-8.79269831165302E-006
5.129,-0.228662273027027,0.973487693692392,-2.91285796861331E-006,-6.78271779497018E-007,0.933875165434662,0.229091985348227,-8.71002729238262E-005,5.47966556528272E-005,0.014867277419643,0.00326924950787593,3.12922329833358E-005,2.248637191379E-005,0.000840694717189262,0.000107034374402482,-2.35719311264451E-005,-3.7134680903592E-006,10.2338958428376,2.44526601020853,-4.10547328727654E-005,4.35609227813346E-005,0.445390453403507,0.104628024029802,-0.000140403845115428,3.3991811544157E-005,0.00656495200717962,0.00178724380850975,-0.000170026811521572,-9.32887773697025E-006,8.51941580934963E-005,2.18747203201119E-005,-6.74325331446062E-005,-8.78522448262291E-006
5.13,-0.227275122358294,0.973812455271918,-2.94143632149042E-006,-6.80513343568293E-007,0.937185706551023,0.228515007922071,-8.76871414140116E-005,5.53168531974956E-005,0.0149635886933917,0.00326869722153351,3.15092699660199E-005,2.26150191129073E-005,0.000843377996544854,0.000105775229680505,-2.37997233963044E-005,-3.71514239867638E-006,10.2512952632721,2.43421365916592,-4.14096488113429E-005,4.39619176458025E-005,0.44716021286202,0.104371158663506,-0.000141520394553099,3.44257442878356E-005,0.00661091286182873,0.0017900703577504,-0.000171409115030128,-9.20714960869757E-006,8.59094500307699E-005,2.19411958889783E-005,-6.7994092341991E-005,-8.77681949802431E-006
5.131,-0.225886058823234,0.974135578227186,-2.97031731910373E-006,-6.82737012673888E-007,0.940508966738547,0.227930134336243,-8.82730046085514E-005,5.5838332432412E-005,0.0150604182173203,0.00326797757088492,3.17249826838773E-005,2.27426693532323E-005,0.000846065865612369,0.000104509831947372,-2.40288438616179E-005,-3.71638138669457E-006,10.268727680441,2.42310984262061,-4.17707049290409E-005,4.43651053264156E-005,0.448937962216835,0.104110565550593,-0.000142640785492569,3.48617629065777E-005,0.0066571373416753,0.00179281302603849,-0.000172795911950679,-9.08282575306746E-006,8.66282451380989E-005,2.20063734538905E-005,-6.8558217904886E-005,-8.76747651251672E-006
5.132,-0.224495078512479,0.974457056899016,-2.99950442183285E-006,-6.84942135473525E-007,0.943844999246489,0.227337303950379,-8.88578680902183E-005,5.63610904802559E-005,0.0151577701045774,0.00326708872747832,3.19393440226846E-005,2.28693178515719E-005,0.000848758385421149,0.00010323816493234,-2.42593095005293E-005,-3.7171819595283E-006,10.2861931624096,2.41195429424341,-4.21379958211062E-005,4.47705382091982E-005,0.450723742778524,0.103846210877787,-0.000143765073534639,3.52998756884778E-005,0.00670362760219813,0.00179547087381995,-0.000174187256994129,-8.95589208178498E-006,8.73505848013223E-005,2.207024190132E-005,-6.91249423292982E-005,-8.75718856737048E-006
5.133,-0.223102177500322,0.974776885597542,-3.02900113150561E-006,-6.87128046316356E-007,0.947193857567858,0.226736455646378,-8.94417377263988E-005,5.68851244941584E-005,0.0152556485064933,0.00326602884074082,3.21523263416125E-005,2.29949597269048E-005,0.000851455618133844,0.00010196021221397,-2.44911375454395E-005,-3.71754100513093E-006,10.3036917771931,2.4007467460645,-4.2511617275683E-005,4.51782697577512E-005,0.452517596100848,0.103578060524832,-0.000144893315199269,3.57400910989382E-005,0.00675038581967898,0.00179804295004067,-0.000175583205728617,-8.82633432518083E-006,8.80765109823144E-005,2.2132789951423E-005,-6.96942985857271E-005,-8.74594859102257E-006
5.134,-0.221707351844652,0.975095058601983,-3.05881099448449E-006,-6.89294066496594E-007,0.950555595440453,0.22612752782426,-9.00246196997606E-005,5.7410431642013E-005,0.0153540576130066,0.00326479603768985,3.23639017122436E-005,2.31195902211724E-005,0.000854157627046961,0.000100675957213553,-2.47243455023821E-005,-3.71745537596331E-006,10.3212235927528,2.38948692846184,-4.28916662763948E-005,4.55883545115387E-005,0.454319563982303,0.103306080061482,-0.000146025567919124,3.61824177719945E-005,0.00679741419143396,0.00180052829198439,-0.000176983814597867,-8.69413801487327E-006,8.88060662277516E-005,2.21940061547826E-005,-7.02663201259265E-005,-8.73374938690226E-006
5.135,-0.220310597586872,0.975411570160427,-3.08893760023887E-006,-6.9143950318852E-007,0.953930266847943,0.225510458397972,-9.06065205100602E-005,5.79370091054353E-005,0.0154530016530098,0.00326338842260702,3.25740417361337E-005,2.32432046192874E-005,0.000856864476629071,9.93853832032618E-005,-2.49589512192143E-005,-3.71692184621005E-006,10.3387886769932,2.37817457014939,-4.32782410185101E-005,4.6000848108928E-005,0.4561296884677,0.103030234744452,-0.000147161890068755,3.66268645323905E-005,0.00684471493603371,0.00180292592512052,-0.000178389140931666,-8.55928849088065E-006,8.95392936786496E-005,2.22538788915523E-005,-7.08410408887062E-005,-8.72058364291816E-006
5.136,-0.218911910751832,0.975726414489595,-3.11938458248536E-006,-6.93563649110106E-007,0.95731792602092,0.224885184791147,-9.11874469689206E-005,5.84648541024802E-005,0.0155524848948263,0.00326180407678003,3.27827176585745E-005,2.33657982190927E-005,0.000859576232528924,9.80884732714961E-005,-2.51949727408495E-005,-3.71593713581509E-006,10.3563870977579,2.3668093981653,-4.36714409374142E-005,4.64158073086534E-005,0.457948011849734,0.102750489514335,-0.00014830234097514,3.70734403892081E-005,0.00689229029354389,0.00180523486293739,-0.00017979924296365,-8.42177089335774E-006,9.0276237077376E-005,2.23123963582632E-005,-7.1418495309954E-005,-8.70644392008187E-006
5.137,-0.217511287347748,0.976039585774621,-3.15015562021392E-006,-6.95665783413512E-007,0.960718627437964,0.22425164393286,-9.17674062210082E-005,5.89939638563032E-005,0.0156525116465383,0.00326004105814895,3.29899002762738E-005,2.34873664019799E-005,0.000862292961593222,9.67852103619866E-005,-2.5432428480935E-005,-3.71449791024214E-006,10.3740189228263,2.35539113786003,-4.40713666991806E-005,4.68332900141125E-005,0.459774576670579,0.102466808992467,-0.000149446980926899,3.75221545426604E-005,0.00694014252574545,0.00180745410678896,-0.000181214179842013,-8.28157015228945E-006,9.10169407773337E-005,2.23695465809482E-005,-7.19987183240479E-005,-8.69132265638093E-006
5.138,-0.216108723366139,0.976351078168814,-3.18125443724475E-006,-6.97745168889211E-007,0.96413242582672,0.223609772253298,-9.23464057459246E-005,5.9524335637055E-005,0.0157530862564588,0.00325809740102897,3.31955599807746E-005,2.36079045827915E-005,0.000865014731888928,9.54755772213422E-005,-2.56713371380039E-005,-3.71260081075945E-006,10.39168421991,2.34391951288429,-4.4478120231901E-005,4.72533552835094E-005,0.461609425723482,0.102179157477811,-0.000150595871200892,3.79730163954226E-005,0.00698827391637662,0.00180958264571272,-0.000182634011650844,-8.13867099817327E-006,9.17614497518554E-005,2.24253173965141E-005,-7.25817453808196E-005,-8.67521215702506E-006
5.139,-0.214704214781742,0.976660885793433,-3.21268480461693E-006,-6.99801055434991E-007,0.967559376164961,0.222959505679408,-9.2924453359227E-005,6.00559667351677E-005,0.0158542131135109,0.00325597111577437,3.33996667364549E-005,2.37274082402545E-005,0.000867741612733093,9.41595564411223E-005,-2.59117176661867E-005,-3.71024237489381E-006,10.409383056649,2.33239424517697,-4.48918047449298E-005,4.76760633601336E-005,0.46345260205438,0.101887498943733,-0.000151749074065801,3.842603554795E-005,0.00703668677136949,0.00181161945628227,-0.000184058799413016,-7.99305793816484E-006,9.25098096023045E-005,2.24796964573196E-005,-7.31676124425723E-005,-8.65810459726204E-006
5.14,-0.213297757552445,0.976969002737448,-3.24445053904606E-006,-7.01832675776168E-007,0.970999533681652,0.222300779630509,-9.35015572169867E-005,6.0588854472918E-005,0.0159558966476672,0.00325366018846611,3.36021900836811E-005,2.38458728464957E-005,0.000870473674693945,9.28371304067308E-005,-2.61535893925487E-005,-3.70741909713286E-006,10.4271155006076,2.32081505495293,-4.53125247237053E-005,4.81014756884919E-005,0.465304148963506,0.101591797034825,-0.000152906652804736,3.88812218145842E-005,0.00708538341909029,0.00181356350242134,-0.000185488605115885,-7.84471526438498E-006,9.32620665702602E-005,2.25326712237439E-005,-7.37563560006787E-005,-8.63999201819711E-006
5.141,-0.211889347619209,0.977275423057304,-3.27655550483042E-006,-7.03839248073138E-007,0.97445295385803,0.221633529013856,-9.407772583098E-005,6.11229962058872E-005,0.0160581413303613,0.00325116258059245,3.38030991369191E-005,2.39632940288687E-005,0.000873210989623136,9.15082813202327E-005,-2.63969719085605E-005,-3.70412742261164E-006,10.4448816192713,2.30918166069071,-4.57403859654594E-005,4.85296549387101E-005,0.467164110007034,0.101292015063606,-0.000154068671733328,3.93385852230292E-005,0.00713436621058406,0.00181541373523511,-0.000186923491722171,-7.69362704543062E-006,9.40182675419425E-005,2.25842289645598E-005,-7.43480130780909E-005,-8.62086632274832E-006
5.142,-0.210478980905991,0.977580140776686,-3.30900361465826E-006,-7.05819974218254E-007,0.97791969242868,0.220957688220138,-9.46529680755543E-005,6.16583893323904E-005,0.0161609516749172,0.00324847622869799,3.40023625220827E-005,2.40796674086164E-005,0.000875953630679253,9.0172991189132E-005,-2.66418851815524E-005,-3.70036370400804E-006,10.4626814800421,2.29749377912012,-4.61754955823587E-005,4.89606650204873E-005,0.469032528998711,0.100988116007275,-0.000155235196205905,3.97981360160764E-005,0.00718363751982248,0.00181716909284255,-0.000188363523184232,-7.53977712112485E-006,9.47784600628286E-005,2.26343567503068E-005,-7.4942621240715E-005,-8.60071927345583E-006
5.143,-0.209066653319675,0.977883149886273,-3.341798829802E-006,-7.07774040597358E-007,0.981399805382604,0.220273191118981,-9.52272931878895E-005,6.21950313011834E-005,0.0162643322370048,0.00324559904407335,3.41999484858327E-005,2.41949886819091E-005,0.000878701672338078,8.88312418225227E-005,-2.68883494214841E-005,-3.69612429311007E-006,10.4805151502353,2.28575112520972,-4.66179620278889E-005,4.93945711172746E-005,0.470909450011509,0.100680062504351,-0.000156406292640165,4.02598846736427E-005,0.00723319974394759,0.00181882850018366,-0.000189808764462288,-7.38314910020655E-006,9.55426923424038E-005,2.26830414471326E-005,-7.55402186011467E-005,-8.57954248889677E-006
5.144,-0.207652360749989,0.978184444343502,-3.37494515981792E-006,-7.09700616128109E-007,0.984893348964297,0.219579971054363,-9.58007107775675E-005,6.27329195837621E-005,0.0163682876150405,0.00324252891239741,3.43958247417316E-005,2.43092536505918E-005,0.000881455190422986,8.74830148078796E-005,-2.71363852354591E-005,-3.69140539965473E-006,10.498382697075,2.2739534121543,-4.70678950905654E-005,4.98314397045707E-005,0.472794917379288,0.100367816851339,-0.000157582028534073,4.07238418963953E-005,0.0072830553035273,0.00182039086885394,-0.000191259281541303,-7.22372634803721E-006,9.63110132684342E-005,2.27302697198873E-005,-7.6140843832599E-005,-8.55732744454579E-006
5.145,-0.206236099069436,0.97848401807232,-3.40844666522461E-006,-7.11598854133495E-007,0.988400379674836,0.218877960840003,-9.63732308335319E-005,6.3272051710602E-005,0.0164728224506703,0.00323926369341056,3.45899585998403E-005,2.44224580500581E-005,0.000884214262127323,8.612829152644E-005,-2.73860135434952E-005,-3.68620321355034E-006,10.5162841876901,2.26210035136211,-4.75254059437217E-005,5.02713385631847E-005,0.474688975698466,0.100051340999307,-0.000158762472479798,4.11900186320062E-005,0.00733320664281508,0.00182185509690722,-0.000192715141440198,-7.06149198584213E-006,9.70834724143312E-005,2.27760280229366E-005,-7.67445361695012E-005,-8.53406546243552E-006
5.146,-0.204817864133214,0.978781864962937,-3.44230745721752E-006,-7.13467889503895E-007,0.991920954272936,0.218167092754708,-9.69448637315284E-005,6.38124252636428E-005,0.0165779414291869,0.00323580122054991,3.47823168683793E-005,2.45345978537701E-005,0.000886978966032422,8.47670531433313E-005,-2.76372556168098E-005,-3.68051383101115E-006,10.5342196891104,2.25019165244213,-4.79906071298183E-005,5.07143368196216E-005,0.476591669829699,0.0997305965504697,-0.000159947694177997,4.16584260680673E-005,0.00738365623000031,0.00182322006867978,-0.000194176412236134,-6.89642888728008E-006,9.7860120048781E-005,2.28203025952968E-005,-7.73513354282196E-005,-8.50974771436874E-006
5.147,-0.203397651779138,0.979077978871578,-3.47653169775502E-006,-7.1530684144077E-007,0.99545512977605,0.217447298537653,-9.75156202358098E-005,6.4354037874954E-005,0.0166836492800084,0.0032321393005974,3.49728659175843E-005,2.46456689692074E-005,0.000889749382119759,8.33992805797473E-005,-2.78901330609285E-005,-3.67433330951974E-006,10.5521892682621,2.23822702319108,-4.84636125953941E-005,5.11605049558392E-005,0.478503044899578,0.0994055447547135,-0.000161137764462316,4.2129075646391E-005,0.00743440655747779,0.00182448465459772,-0.000195643163078999,-6.72851967331562E-006,9.86410071491614E-005,2.28630794589023E-005,-7.79612820020215E-005,-8.48436521582057E-006
5.148,-0.20197545782757,0.979372353620234,-3.51112360051806E-006,-7.17114809737917E-007,0.99900296346145,0.216718509383652,-9.80855115248625E-005,6.48968872365098E-005,0.0167899507771224,0.00322827571332179,3.5161571570865E-005,2.4755667471673E-005,0.000892525591827966,8.20249545461853E-005,-2.81446678171822E-005,-3.66765759374978E-006,10.5701929919639,2.22620616958054,-4.8944537701508E-005,5.16099148392965E-005,0.480423146302335,0.0990761465060702,-0.00016233275531358,4.2601979066696E-005,0.00748546014210255,0.00182564771098553,-0.000197115464207694,-6.55774669802996E-006,9.94261854067769E-005,2.290434441774E-005,-7.85744168766895E-005,-8.45790882273179E-006
5.149,-0.200551278081335,0.979664982996407,-3.54608743237694E-006,-7.1889087727612E-007,1.00256451286729,0.215980655938349,-9.86545491678691E-005,6.54409710919909E-005,0.0168968507395554,0.00322420821111744,3.53483992602577E-005,2.48645894623992E-005,0.000895307678030192,8.0644055486208E-005,-2.84008822258499E-005,-3.66048258903212E-006,10.5882309269222,2.21412879574374,-4.94334992411049E-005,5.20626397490443E-005,0.482352019701551,0.0987423623391854,-0.000163532739875139,4.30771482903244E-005,0.00753681952546736,0.00182670807986842,-0.000198593386962378,-6.38409205036285E-006,0.000100215707242573,2.29440830449527E-005,-7.91907816410681E-005,-8.43036922844773E-006
5.15,-0.199125108325646,0.979955860752854,-3.58142751311937E-006,-7.20634107661859E-007,1.00613983579371,0.215233668293374,-9.92227451674177E-005,6.59862872514836E-005,0.0170043540318311,0.003219934518637,3.5533313800339E-005,2.49724311094395E-005,0.00089809572509437,7.92565636201044E-005,-2.86587989600818E-005,-3.6528041056525E-006,10.6063031397273,2.20199460396239,-4.99306154523532E-005,5.2518754393709E-005,0.484289711031883,0.0984041524257197,-0.000164737792477456,4.35545955547605E-005,0.00758848727417011,0.00182766458878138,-0.000200077003815911,-6.20753754816558E-006,0.00010100962581431,2.29822806859435E-005,-7.9810418491714E-005,-8.40173696167208E-006
5.151,-0.19769694432803,0.980244980607334,-3.61714821717943E-006,-7.22343546852964E-007,1.00972899030392,0.214477475981462,-9.97901119391303E-005,6.65328335991235E-005,0.0171124655644847,0.00321545233240153,3.5716279609973E-005,2.50791886785694E-005,0.000900889818889152,7.78624588899932E-005,-2.89184410891417E-005,-3.64461787695205E-006,10.6244096968486,2.18980329465337,-5.04360060485645E-005,5.29783349453948E-005,0.486236266500806,0.0980614765707267,-0.000165947988650063,4.40343333750024E-005,0.00764046598008171,0.00182851605056191,-0.000201566388375394,-6.02806472884816E-006,0.000101807995030277,2.30189224499813E-005,-8.04333702463675E-005,-8.37200237901259E-006
5.152,-0.196266781838249,0.980532336242343,-3.65325397324943E-006,-7.24018221162311E-007,1.01333203472524,0.213712007971498,-0.000100356662338483,6.70806080764594E-005,0.0172211902944529,0.00321075932042681,3.58972605215553E-005,2.51848585439229E-005,0.000903690046815359,7.64617209945224E-005,-2.91798320616439E-005,-3.63591955898254E-006,10.6425506646298,2.17755456635534,-5.09497922166057E-005,5.34414590665396E-005,0.48819173259035,0.0977142942089853,-0.000167163405143376,4.45163745515913E-005,0.00769275826063274,0.00182926126314935,-0.000203061615410751,-5.84565484599116E-006,0.000102610869555483,2.30539932090138E-005,-8.10596803485754E-005,-8.34115566825797E-006
5.153,-0.194834616588216,0.980817921304856,-3.68974926577146E-006,-7.25657137253792E-007,1.01694902765026,0.212937192663532,-0.000100922409648022,6.7629608717315E-005,0.0173305332256876,0.00320585312185075,3.60762199214988E-005,2.5289437127124E-005,0.000906496497828602,7.50543293502791E-005,-2.94429956330326E-005,-3.62670474871616E-006,10.6607261092851,2.16524811571511,-5.14720966483813E-005,5.39082059245138E-005,0.490156156058865,0.0973625644012834,-0.000168384119951535,4.50007321776711E-005,0.00774536675908958,0.00182989900938151,-0.000204562760867253,-5.66028885987338E-006,0.000103418304830539,2.30874775886448E-005,-8.16893928814225E-005,-8.30918683703502E-006
5.154,-0.193400444291925,0.98110172940606,-3.72663863530972E-006,-7.27259282138157E-007,1.02058002793785,0.212152957883764,-0.000101487367615918,6.81798336151119E-005,0.0174404994095315,0.00320073134651682,3.62531205691516E-005,2.53929209384176E-005,0.000909309262454516,7.3640263093515E-005,-2.97079560712712E-005,-3.61696891567828E-006,10.6789360968937,2.1528836374741,-5.20030435517955E-005,5.43786562290574E-005,0.492129583942793,0.0970062458306767,-0.000169610212325449,4.54874196490258E-005,0.00779829414483751,0.00183042805677668,-0.000206069901891633,-5.47194743330614E-006,0.000104230357074846,2.31193599672253E-005,-8.23225525710815E-005,-8.27608571341657E-006
5.155,-0.191964260645371,0.981383754121091,-3.76392668005844E-006,-7.28823623797846E-007,1.02422509471431,0.211359230879423,-0.000102051550428954,6.87312809548943E-005,0.0175510939452706,0.00319539157457995,3.64279247834325E-005,2.54953066077758E-005,0.000912128432831876,7.22195010818812E-005,-2.9974737942266E-005,-3.60670748193173E-006,10.6971806933957,2.14046082445455,-5.25427586769622E-005,5.48528922519727E-005,0.494112063558439,0.0966452967987062,-0.00017084176279472,4.59764506758715E-005,0.00785154311367106,0.00183084715733147,-0.000207583116840711,-5.28061092574428E-006,0.000105047083304089,2.31496244686933E-005,-8.29592048079691E-005,-8.241841941288E-006
5.156,-0.190526061326464,0.981663988988763,-3.80161805471604E-006,-7.30349107029426E-007,1.02788428737441,0.210555938313658,-0.000102614972751654,6.92839490079079E-005,0.0176623219806477,0.00318983135613703,3.66005942819519E-005,2.55965908034199E-005,0.000914954102732637,7.07920218781292E-005,-3.02433662724678E-005,-3.59591574123623E-006,10.715459964587,2.12797936754566,-5.30913693176865E-005,5.5330997869723E-005,0.496103642503766,0.0962796752215447,-0.000172078853188917,4.64678392744929E-005,0.00790511638808163,0.00183115504729705,-0.000209102485312736,-5.08625938126524E-006,0.00010586854133904,2.31782549585672E-005,-8.35993956429586E-005,-8.20644497689887E-006
5.157,-0.18908584199496,0.981942427511298,-3.83971747401822E-006,-7.31834658966448E-007,1.0315576655825,0.209743006260336,-0.000103177649710036,6.98378361339936E-005,0.0177741887123075,0.0031840482107618,3.67710903014034E-005,2.56967703140552E-005,0.000917786367581333,6.93578037442595E-005,-3.0513866464043E-005,-3.5845889702061E-006,10.7337739761144,2.11543895568962,-5.36490043516793E-005,5.58130585734168E-005,0.498104368660199,0.0959093386261457,-0.000173321566660305,4.69615997962476E-005,0.00795901671755172,0.00183135044695776,-0.000210628088151262,-4.88887252963568E-006,0.000106694789817302,2.32052350388286E-005,-8.42431718074114E-005,-8.16988408380581E-006
5.158,-0.187643598292377,0.982219063154051,-3.87822971149902E-006,-7.33279182772574E-007,1.03524528927357,0.208920360198806,-0.000103739596925073,7.03929407902743E-005,0.0178866993863851,0.00317803962713399,3.69393734362194E-005,2.57958421212749E-005,0.000920625324485873,6.79168246160588E-005,-3.0786264346278E-005,-3.57272226048126E-006,10.7521227934708,2.10283927586757,-5.42157942436184E-005,5.62991615086075E-005,0.500114290194437,0.0955342441463076,-0.000174569987696921,4.74577469199574E-005,0.00801324687885832,0.00183143206042027,-0.000212160007486329,-4.68842977044866E-006,0.000107525888208381,2.32305480438364E-005,-8.48905807186329E-005,-8.13214832952732E-006
5.159,-0.186199325841915,0.982493889345238,-3.91715960077198E-006,-7.34681561655925E-007,1.03894721865436,0.208087925008607,-0.000104300830495159,7.09492615219293E-005,0.0179998592989694,0.00317180306259856,3.71054038052389E-005,2.58938031845855E-005,0.000923471072259476,6.64690621287526E-005,-3.10605861961655E-005,-3.5603106857951E-006,10.7705064819901,2.09018001308534,-5.47918710620823E-005,5.67893954976452E-005,0.502133455560273,0.0951543485187251,-0.000175824202152134,4.7956295670455E-005,0.00806780967636398,0.00183139857537502,-0.000213698326729356,-4.48491017544112E-006,0.000108361896822255,2.32541770320779E-005,-8.55416704890708E-005,-8.09322658164121E-006
5.16,-0.184753020248377,0.982766899475652,-3.95651203631495E-006,-7.36040655696497E-007,1.04266351420447,0.207245624964129,-0.000104861367027451,7.15067969877464E-005,0.0181136737966686,0.00316533594273533,3.72691408335235E-005,2.59906505853122E-005,0.000926323711471373,6.5014493579427E-005,-3.13368586906396E-005,-3.54734918363491E-006,10.7889251068422,2.07746085035917,-5.53773685146046E-005,5.72838510780973E-005,0.504161913500444,0.0947696080789811,-0.000177084297262074,4.84572614236385E-005,0.00812270794233548,0.0018312486628738,-0.000215243130618615,-4.2782924731645E-006,0.000109202876824221,2.32761047841349E-005,-8.61964899461647E-005,-8.0531075026146E-006
